,symbol,trades,Name,sector,industry,Qtype,price,Day_pcnt_change,bid,ask,bidsize,asksize,marketCap,ADV_3months,ADV_10days,beta,NextEarningsDate,SharesOutstanding,FloatShares,HeldInsidersPercent,HeldInstitutionsPercent,SharesShort,ShortRatio,ShortPercentFloat,PE_TTM,PEGRatio,PriceToSales,PriceToBookRatio,Unnamed: 27,ROE,DtoEq,PayoutRatio,price_lvl,ADV_3months_lvl,marketCap_lvl
4999,IBP,21,"Installed Building Products, Inc.",Industrials,Building Products & Equipment,EQUITY,122.09,2.9773946,121.36,121.77,800,800,3638342912.0,223972.0,255700.0,1.806296,,29800500.0,23147552,0.23587999,0.74474996,533269,3.07,0.0277,53.556521999999994,0.68,2.2556555,11.872993,,0.33325002,205.056,0,77.30000000000001,214462.99999999997,809898.5
5000,JBT,21,John Bean Technologies Corporation,Industrials,Specialty Industrial Machinery,EQUITY,127.29,4.156781,126.66,127.03,1000,900,4038809856.0,177870.0,135814.0,1.597652,,31729200.0,30983882,0.01991,1.08928,1429835,7.73,0.0623,53.556521999999994,3.17,2.2023065,6.6059475,,0.21284,98.822,0.106400006,77.30000000000001,0.0,809898.5
5002,DFP,21,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial Services,Asset Management,EQUITY,29.74,0.43903804,28.38,29.79,800,900,570603520.0,53374.0,45400.0,0, ,19171800.0,0,0,0.1402,50186,0.85,0,53.556521999999994,0,0,0,,0,0,0.8535,21.47000000000001,18242.0,214462.99999999997
5003,MGF,21,MFS Government Markets Income Trust,Financial Services,Asset Management,EQUITY,4.51,0.0,4.5,4.54,3100,1000,146643104.0,131814.0,123628.0,0.050693, ,32586300.0,0,0,0.43964002,61148,0.44,0,53.556521999999994,0,32.222065,0.9500737,,0.07264,0,0.9939,2.65,0.0,59853.5
5005,GRX,21,The Gabelli Healthcare & Wellness Trust,Financial Services,Asset Management,EQUITY,12.29,0.0,11.74,12.89,1000,900,219762400.0,50327.0,43714.0,0, ,17881400.0,0,0.013400001,0.28844,6011,0.12,0.0003,53.556521999999994,0,0,0,,0,0,1.2444,12.1,18242.0,59853.5
5007,RBCN,21,"Rubicon Technology, Inc.",Technology,Semiconductor Equipment & Materials,EQUITY,10.7,8.519272,0.0,0.0,800,1800,25913474.0,4972.0,2185.0,0.299893,,2421820.0,1858797,0.06618,0.37755,38637,4.81,0.0191,53.556521999999994,0,5.3740096,0.8538824,,-0.022330001,0,0,9.36,0.0,0.0
5008,EIC,21,Eagle Point Income Company Inc.,,,EQUITY,15.37,1.2516441,15.24,15.5,2200,800,0.0,6770.0,6457.0,0, ,0.0,0,0.68724996,0.06361,0,0,0,53.556521999999994,0,0,0.7976543,,0,13.124,0,12.1,0.0,0.0
5009,KTCC,21,Key Tronic Corporation,Technology,Computer Hardware,EQUITY,9.2,0.32715085,8.78,9.2,900,1000,98989240.0,56545.0,184342.0,1.760405,1/26/21,10759700.0,9961931,0.06559,0.47037998,83333,1.42,0.0095,53.556521999999994,0,0.20668314,0.80377424,,0.04735,90.175,0,5.51,18242.0,18242.0
5010,NTST,21,NETSTREIT Corp.,Real Estate,REITÑRetail,EQUITY,17.41,-2.8459835,0.0,0.0,800,1200,487117856.0,208977.0,167771.0,0,,27979200.0,19707133,0.00205,0.78518,492835,2.12,0.0249,53.556521999999994,-4.39,18.457027,0,,0,32.919,0,15.61,0.0,214462.99999999997
5011,CPSS,21,"Consumer Portfolio Services, Inc.",Financial Services,Credit Services,EQUITY,4.3,0.0,2.35,4.95,1000,900,97029936.0,36908.0,34242.0,2.57524,,22565100.0,13230602,0.21090999,0.49773997,144450,4.45,0.011,53.556521999999994,0.27,0.5536564,0.75240594,,0.10594,1669.481,0,2.65,18242.0,18242.0
5012,SHOO,21,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,EQUITY,37.31,2.2752244,0.0,0.0,900,900,3103882240.0,716224.0,646971.0,1.318036,,83191696.0,76910705,0.07467,0.95206,2267186,3.63,0.0346,53.556521999999994,6.21,2.446944,4.0968485,,-0.03073,18.78,1.0732,31.96,509925.50000000006,809898.5
5013,AC,21,"Associated Capital Group, Inc.",Financial Services,Capital Markets,EQUITY,36.23,-0.055173673,33.0,41.99,900,900,808113792.0,9572.0,12566.0,1.297225, ,3342230.0,3289340,0.0252,0.74778,46983,4.26,0.026600001,53.556521999999994,0,26.912008,0.9495728,,-0.022030002,0,0,31.96,0.0,341792.0
5015,FCF,21,First Commonwealth Financial Corporation,Financial Services,BanksÑRegional,EQUITY,12.68,1.8473936000000002,12.65,12.66,800,1000,1218938624.0,547443.0,541285.0,1.113127,,96130800.0,94368247,0.01522,0.70385003,1781504,2.82,0.0256,53.556521999999994,1.53,3.9919524,1.1386495,,0.06915,0,0.5742,12.1,509925.50000000006,509925.50000000006
5017,EVOP,21,"EVO Payments, Inc.",Technology,SoftwareÑInfrastructure,EQUITY,26.38,3.5728302000000003,20.0,30.0,1000,800,1227031424.0,388500.0,500471.0,1.755343,2/25/21,46513700.0,41624249,0.00733,0.96032,949085,2.79,0.0208,53.556521999999994,3.41,2.7158248,0,,-0.048860002,204.174,0,21.47000000000001,341792.0,509925.50000000006
5019,CAPL,21,CrossAmerica Partners LP,Energy,Oil & Gas Refining & Marketing,EQUITY,18.98,3.8293152000000004,18.25,20.0,1000,800,718734592.0,58579.0,58028.0,2.145677,3/1/21,37868000.0,18284207,0.49209,0.26041,46857,0.67,0.0035,53.556521999999994,3.09,0.40350986,5.985493,,0.96999,583.811,0.76089996,15.61,18242.0,341792.0
5021,SLGN,21,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,EQUITY,38.4,1.8837966,0.0,0.0,800,1300,4246541056.0,456793.0,739785.0,0.744397,,110587000.0,78663523,0.29377002,0.69728994,1531982,4.15,0.0196,53.556521999999994,1.99,0.8627849,3.38326,,0.27124,259.502,0.1733,31.96,341792.0,809898.5
5022,ANNX,21,"Annexon, Inc.",Healthcare,Biotechnology,EQUITY,26.33,8.175841,23.76,30.0,1000,900,1004689600.0,118562.0,115600.0,0,,38157600.0,19273794,0.00005,0.99,807259,4.45,0.023599999,53.556521999999994,-0.15,0,0,,-0.23554,0,0,21.47000000000001,59853.5,341792.0
5023,GF,21,"The New Germany Fund, Inc.",Financial Services,Asset Management,EQUITY,20.31,1.0699186,19.52,20.45,1800,1400,319455968.0,18093.0,15300.0,1.364994,,15729000.0,0,0.00095,0.5505,21622,0.81,0.0017,53.556521999999994,0,145.64917,1.1367961,,0.12524,7.816,0.0641,15.61,0.0,0.0
5024,SFE,21,"Safeguard Scientifics, Inc.",Financial Services,Asset Management,EQUITY,7.82,2.7595273999999996,7.8,0.0,1000,800,163384048.0,109238.0,142700.0,1.225186,11/5/20,20893100.0,18738152,0.0714,0.65902,479789,3.74,0.024500001,53.556521999999994,0,0,2.3142943,,-0.32055,3.527,0,5.51,59853.5,59853.5
5026,ALNY,21,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,EQUITY,165.15,0.024222206,150.0,169.53,1100,800,19187292160.0,680601.0,937428.0,1.292422,2/11/21,116181000.0,115202526,0.008140001,0.94615,3865406,5.02,0.045900002,53.556521999999994,-0.44,47.85195,15.787209,,-0.63139,27.115,0,77.30000000000001,509925.50000000006,2366883.0
5027,AGMH,21,AGM Group Holdings Inc.,Technology,SoftwareÑApplication,EQUITY,15.09,-0.13235939,15.09,15.3,1300,1200,329434336.0,5951.0,5100.0,0.841124, ,21831300.0,7517478,0.54508996,0.00067,7398,1.27,0.0008,53.556521999999994,0,456.3795,29.300972,,-0.20275,4.923,0,12.1,0.0,0.0
5028,ECPG,21,"Encore Capital Group, Inc.",Financial Services,Mortgage Finance,EQUITY,33.78,2.4878633,33.75,33.79,800,900,1058823936.0,549945.0,452771.0,1.586979,2/24/21,31344700.0,30887679,0.019809999,1.23316,3762566,6.31,0.2314,53.556521999999994,0.32,0.7122276,0.9414453,,0.21308,289.085,0,31.96,509925.50000000006,341792.0
5029,IBTX,21,"Independent Bank Group, Inc.",Financial Services,BanksÑRegional,EQUITY,68.96,0.5834328000000001,68.88,68.95,900,1100,2974734336.0,222559.0,296528.0,1.849519,,43137100.0,37086694,0.15354,0.71662,1132152,4.99,0.0361,53.556521999999994,1.35,5.3261404,1.1826242,,0.08288,0,0.22479999,47.435,214462.99999999997,809898.5
5030,ACV,21,AllianzGI Diversified Income & Convertible Fund,Financial Services,Asset Management,EQUITY,35.14,1.4141351999999998,32.82,36.71,800,800,363836032.0,40590.0,44050.0,0,3/31/20,10353900.0,0,0,0,22962,0.59,0,53.556521999999994,0,0,0,,0,0,0.3461,31.96,18242.0,0.0
5033,OTEX,21,Open Text Corporation,Technology,SoftwareÑApplication,EQUITY,49.26,1.0668787,0.0,0.0,800,800,13420048384.0,553435.0,672328.0,0,,272787008.0,267907888,0.014780001,0.75655,4648715,9.72,0.0173,53.556521999999994,2.16,4.0655136,3.3535297,,0.02259,96.889,2.1958,47.435,509925.50000000006,2366883.0
5034,SJ,21,Scienjoy Holding Corporation,Communication Services,Broadcasting,EQUITY,9.91,-1.7839474999999998,0.0,0.0,3200,1200,267939632.0,9258.0,6442.0,0, ,27037300.0,680799,0.92307997,0.01026,12599,1.39,0,53.556521999999994,0,0,0,,0,0,0,9.36,0.0,0.0
5035,MYRG,21,MYR Group Inc.,Industrials,Engineering & Construction,EQUITY,60.23,0.3164534,0.0,0.0,800,900,1007473216.0,131566.0,128785.0,1.050693,,16727100.0,16275484,0.027090002,0.9404,302791,2.24,0.0227,53.556521999999994,2.44,0.45576772,2.4645035,,0.14064,22.883,0,47.435,0.0,341792.0
5037,FSDC,21,FS Development Corp., , ,EQUITY,12.66,-3.7007437000000007,0.0,0.0,1000,1100,196675632.0,169538.0,294942.0,0, ,12516500.0,0,0.27646,0.93125,2845,0.01,0.0003,53.556521999999994, ,0, ,, , ,0,12.1,0.0,59853.5
5039,ALSN,21,"Allison Transmission Holdings, Inc.",Consumer Cyclical,Auto Parts,EQUITY,43.84,1.6933415,43.79,43.77,1200,800,4939496448.0,976422.0,994142.0,1.23159,2/17/21,112671000.0,104911164,0.00658,1.03883,2720879,3.17,0.0313,53.556521999999994,2.66,2.283632,6.6273623,,0.46473998,348.659,0.22,31.96,809898.5,1286014.0
5040,VCTR,21,"Victory Capital Holdings, Inc.",Financial Services,Asset Management,EQUITY,24.85,0.48524404,24.83,0.0,800,1000,1676887936.0,63793.0,53985.0,1.064755,2/10/21,16304500.0,7609084,0.02444,0.76178,1208529,22.29,0.0884,53.556521999999994,0.63,2.113235,2.5471506,,0.33478,125.486,0.0792,21.47000000000001,59853.5,509925.50000000006
5042,ST,21,Sensata Technologies Holding plc,Technology,Scientific & Technical Instruments,EQUITY,54.77,3.5937235,0.0,0.0,1100,800,8615868416.0,1057411.0,1412271.0,1.487193,,157310000.0,155884772,0.00621,1.0563201,2118439,2.28,0.0163,53.556521999999994,2.78,2.8289764,3.1881948,,0.06224,147.806,0,47.435,809898.5,1286014.0
5043,PDM,21,"Piedmont Office Realty Trust, Inc.",Real Estate,REITÑOffice,EQUITY,16.66,2.2713256,0.0,16.99,800,2200,2099643136.0,852264.0,729271.0,1.027214,2/10/21,126029000.0,124244195,0.01053,0.99587995,3084577,4.17,0.0342,53.556521999999994,2.25,3.9052374,1.0888889,,0.20636,84.327,0.2847,15.61,809898.5,509925.50000000006
5047,SIGA,21,"SIGA Technologies, Inc.",Healthcare,Biotechnology,EQUITY,6.75,-0.7352969,0.0,0.0,1100,800,522446656.0,220940.0,267557.0,0.664887,,77399504.0,39344490,0.41976002,0.38467997,1945216,9.52,0.0387,53.556521999999994,0,5.710173,4.6487603,,0.29354998,2.186,0,5.51,214462.99999999997,214462.99999999997
5048,IGA,21,Voya Global Advantage and Premium Opportunity Fund,Financial Services,Asset Management,EQUITY,8.81,0.22753649999999997,8.48,9.22,1100,1800,160600144.0,93482.0,105171.0,0.905549,,18229300.0,0,0,0.52744997,20296,0.23,0,53.556521999999994,0,27.551514,0.9039606,,-0.063039996,0,0,5.51,59853.5,59853.5
5049,SACH,21,Sachem Capital Corp.,Real Estate,REITÑMortgage,EQUITY,4.51,0.89486444,0.0,0.0,3000,900,99782856.0,89325.0,232471.0,1.397025,11/10/20,22124800.0,18722228,0.15375,0.11043,20086,0.23,0.001,53.556521999999994,0,8.789791,1.1893461,,0.09024,98.531,1.125,2.65,59853.5,18242.0
5050,WVVI,21,"Willamette Valley Vineyards, Inc.",Consumer Defensive,BeveragesÑWineries & Distilleries,EQUITY,7.19,1.1251748,0.0,0.0,1000,800,35694972.0,14567.0,20400.0,0.820704,11/12/20,4964530.0,3778553,0.23828,0.07526,4249,0.3,0.0009,53.556521999999994,0,1.3618861,1.1064943,,0.06319,24.196,0,5.51,0.0,18242.0
5055,MFD,21,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Financial Services,Asset Management,EQUITY,9.02,2.3836553,9.0,9.04,800,800,77097912.0,45903.0,41828.0,1.061366,,8547440.0,0,0,0.15474,7196,0.17,0.0012,53.556521999999994,0,8.852731,0.9710411,,-0.08172,28.402,0,5.51,18242.0,18242.0
5057,ESCA,21,"Escalade, Incorporated",Consumer Cyclical,Leisure,EQUITY,22.89,2.6457407,21.5,23.0,1000,800,324337568.0,55064.0,31242.0,1.32604,10/29/20,14169400.0,8692788,0.35426,0.3107,346983,5.78,0.0337,53.556521999999994,0.83,1.3188422,2.299809,,0.17534,0.91,0.3121,21.47000000000001,18242.0,0.0
5059,VRNT,21,Verint Systems Inc.,Technology,SoftwareÑInfrastructure,EQUITY,50.73,-0.13779469,0.0,0.0,800,900,3525734912.0,1111164.0,2326628.0,0.82604,,69500000.0,64758675,0.02574,0.97533995,2284959,4.32,0.037100002,53.556521999999994,1.46,2.789771,2.6621537,,0.01789,60.179,0,47.435,809898.5,809898.5
5060,VNT,21,Vontier Corporation,Technology,Scientific & Technical Instruments,EQUITY,34.7,1.0189296,0.0,0.0,800,1100,5846845952.0,2700748.0,2458714.0,0,2/11/21,168496992.0,168371990,0.19909,0.28667998,4034254,1.28,0.0299,53.556521999999994,3.35,2.2206867,0,,0.20225,3.37,0,31.96,2366883.0,1286014.0
5061,FMAC,21,FirstMark Horizon Acquisition Corp.,Financial Services,Shell Companies,EQUITY,12.11,1.4237863000000002,12.11,12.15,1200,1800,626692480.0,251617.0,441085.0,0, ,41400000.0,0,0,0,26934,0.11,0,53.556521999999994,0,0,0,,0,0,0,12.1,214462.99999999997,214462.99999999997
5062,AMST,21,Amesite Inc.,Technology,SoftwareÑApplication,EQUITY,5.96,-5.696204,5.75,6.31,1400,1400,121701416.0,92343.0,459500.0,0,,20419700.0,9719161,0.55685,0.00464,14013,0.26,0.0014,53.556521999999994,0,750.51135,0,,-0.84183997,0,0,5.51,59853.5,59853.5
5065,EHI,20,Western Asset Global High Income Fund Inc.,Financial Services,Asset Management,EQUITY,10.23,0.7881766,10.24,10.84,800,800,232193376.0,89291.0,34700.0,0.777481,,22697300.0,0,0,0.37439,59192,0.89,0,53.556521999999994,0,5.7171144,0.9663706,,0.072340004,35.584,1.1457,9.36,59853.5,0.0
5066,CRSA,20,Crescent Acquisition Corp.,Financial Services,Shell Companies,EQUITY,10.29,-0.5797142,10.3,10.39,4000,800,321562496.0,546404.0,815728.0,0, ,25000000.0,15600625,0,0.97415,262832,0.26,0.012200001,53.556521999999994,0,0,64.3125,,0.08289,0.761,0,9.36,509925.50000000006,0.0
5067,PHI,20,PLDT Inc.,Communication Services,Telecom Services,EQUITY,28.89,0.94339114,0.0,0.0,900,1000,6122079744.0,69908.0,290842.0,0.137804,,216056000.0,89918092,0,0.034930002,585847,14.21,0,53.556521999999994,0,0,3.0730772,,0.21430999,190.483,0.6345,21.47000000000001,59853.5,1286014.0
5068,TBK,20,"Triumph Bancorp, Inc.",Financial Services,BanksÑRegional,EQUITY,65.87,2.8254843,0.0,0.0,800,1100,1638068352.0,169041.0,206971.0,1.06937,,24868200.0,21235135,0.0854,0.82929003,1149169,6.77,0.0602,53.556521999999994,1.31,5.339484,2.3825371,,0.09392,0,0,47.435,0.0,509925.50000000006
5069,RMGBU,20,RMG Acquisition Corporation II,Financial Services,Shell Companies,EQUITY,12.38,-3.1298876,0.0,0.0,1300,800,0.0,463022.0,436328.0,0, ,0.0,0,0,0,5195,0.02,0,53.556521999999994,0,0,0,,0,2542.756,0,12.1,341792.0,0.0
5071,DESP,20,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,EQUITY,11.86,4.4014087,11.87,11.87,900,800,829559552.0,346229.0,339457.0,2.572583,11/12/20,69946000.0,50152996,0.15117,0.61569,932299,3.56,0.0186,53.556521999999994,0,3.7081087,6.87935,,-0.51967996,12.681,0,9.36,341792.0,341792.0
5072,WINT,20,"Windtree Therapeutics, Inc.",Healthcare,Biotechnology,EQUITY,5.63,0.7155628,0.0,0.0,1400,2200,95268048.0,17694.0,32733.0,-0.072572,11/16/20,16921500.0,4472009,0.73563004,0.043530002,89651,4.81,0.011,53.556521999999994,0,0,1.2581006,,-0.50447,25.132,0,5.51,0.0,18242.0
5074,FMX,20,"Fomento Econmico Mexicano, S.A.B. de C.V.",Consumer Defensive,BeveragesÑBrewers,EQUITY,69.0,-0.7908023000000001,68.93,69.17,1100,800,24689786880.0,531466.0,716057.0,0.456097,,357823008.0,329933931,0,0.33359,1023948,2.42,0,53.556521999999994,22.25,0,2.0335987,,0.02774,85.691,5.7664003,47.435,509925.50000000006,2366883.0
5076,VRSK,20,"Verisk Analytics, Inc.",Industrials,Consulting Services,EQUITY,188.86,0.7629557,0.0,0.0,800,1000,30706747392.0,681408.0,917828.0,0.797758,2/23/21,162590000.0,161024057,0.01042,0.92544,1356312,2.08,0.0095,53.556521999999994,3.56,11.174216,12.694764,,0.29819,142.019,0.26299998,175.005,509925.50000000006,2366883.0
5077,PRGS,20,Progress Software Corporation,Technology,SoftwareÑApplication,EQUITY,42.79,1.0151093,0.0,0.0,800,1100,1892015488.0,303564.0,322957.0,1.21398,,45101700.0,40995981,0.012209999,0.98007005,947853,2.7,0.0295,53.556521999999994,1.31,4.2791257,5.4711676,,0.23576,122.347,0.3807,31.96,214462.99999999997,509925.50000000006
5078,FOR,20,Forestar Group Inc.,Real Estate,Real EstateÑDevelopment,EQUITY,23.88,3.9164476,23.88,23.93,800,800,1148069120.0,91488.0,107485.0,2.113127,,48076600.0,11820604,0.65716004,0.31372,380379,4.23,0.023,53.556521999999994,3.04,1.1576779,1.2854605,,0.07792,73.75,0,21.47000000000001,59853.5,341792.0
5079,JOF,20,"Japan Smaller Capitalization Fund, Inc.",Financial Services,Asset Management,EQUITY,9.18,1.6611360000000002,8.9,9.18,800,1000,260105216.0,81150.0,118142.0,0.792422,,28333900.0,0,0,0.79209,24128,0.35,0,53.556521999999994,0,41.623016,0.94844514,,0.075679995,0,0.3703,5.51,59853.5,0.0
5081,ARKO,20,Arko Corp.,Consumer Cyclical,Department Stores,EQUITY,9.77,-1.5120930000000001,9.76,9.76,800,1400,1215661568.0,556874.0,799242.0,1.689809, ,124428000.0,335104666,0.24179001,0.34159002,746883,1.53,0,53.556521999999994,0,0,0,,-0.101780005,666.175,0,9.36,509925.50000000006,509925.50000000006
5084,JDD,20,Nuveen Diversified Dividend and Income Fund,Financial Services,Asset Management,EQUITY,8.91,0.11236212400000001,8.91,8.92,2200,800,175852208.0,57087.0,66442.0,1.079509,,19736500.0,0,0.0001,0.19975,9110,0.14,0.0005,53.556521999999994,0,14.473504,0.9834436,,-0.15414,44.913,0,5.51,18242.0,59853.5
5086,KFFB,20,Kentucky First Federal Bancorp,Financial Services,BanksÑRegional,EQUITY,6.56,1.5479861000000001,6.5,7.45,1000,800,54032884.0,4374.0,4000.0,0.469583,2/1/21,8236720.0,3105046,0.62501,0.027390001,2528,0.32,0.0008,53.556521999999994,0,5.5520844,1.0394549,,-0.21037,0,0,5.51,0.0,18242.0
5087,DFIN,20,"Donnelley Financial Solutions, Inc.",Financial Services,Capital Markets,EQUITY,20.88,3.9322998999999994,19.66,20.99,900,900,696878336.0,243532.0,174028.0,2.096632,2/25/21,33375400.0,29491812,0.02577,0.93541,495948,1.68,0.0207,53.556521999999994,1.01,0.79688776,2.5114264,,0.06215,132.409,0,15.61,214462.99999999997,341792.0
5088,ARGO,20,"Argo Group International Holdings, Ltd.",Financial Services,InsuranceÑProperty & Casualty,EQUITY,41.7,0.9440798,39.79,43.3,1100,900,1446352000.0,132648.0,132628.0,0.90128,2/17/21,34684700.0,30200301,0.0374,0.95611,421756,3.77,0.012300001,53.556521999999994,-33.79,0.776982,0.8403023,,-0.084139995,29.777,0,31.96,0.0,509925.50000000006
5090,HHR,20,HeadHunter Group PLC,Industrials,Staffing & Employment Services,EQUITY,33.35,2.9003353,33.36,33.58,800,1100,1678101888.0,133477.0,116485.0,0,11/20/20,50317900.0,24146214,0,0.49667,30052,0.25,0,53.556521999999994,7127.02,0,0,,0.60196996,163.509,1.2833,31.96,0.0,509925.50000000006
5091,GPM,20,Guggenheim Enhanced Equity Income Fund,Financial Services,Asset Management,EQUITY,6.81,1.3392879999999998,6.8,6.8,800,1800,329213088.0,194377.0,162757.0,1.396478, ,48342600.0,0,0,0.25010002,0,0,0,53.556521999999994,0,33.829323,1.1340549,,-0.14693,44.095,0,5.51,0.0,0.0
5093,TTGT,20,"TechTarget, Inc.",Communication Services,Internet Content & Information,EQUITY,92.8,4.516277,0.0,0.0,800,1000,2607559424.0,299969.0,323671.0,0.910352,2/10/21,28098700.0,25123616,0.13617,0.93277,1817147,5.51,0.090299994,53.556521999999994,2.77,18.8481,16.072046,,0.11512,31.831,0,77.30000000000001,214462.99999999997,809898.5
5094,RS,20,Reliance Steel & Aluminum Co.,Basic Materials,Steel,EQUITY,124.53,0.6384361999999999,0.0,0.0,800,800,7939571712.0,350556.0,420771.0,1.05016,2/18/21,63756300.0,63019264,0.00661,0.84813005,867219,2.36,0.0176,53.556521999999994,6.03,0.87003285,1.575372,,0.0806,36.459,0.3975,77.30000000000001,341792.0,1286014.0
5095,UCL,20,uCloudlink Group Inc.,Communication Services,Telecom Services,EQUITY,10.97,2.3320894,0.0,0.0,1400,1000,308862560.0,29491.0,32985.0,0, ,28155200.0,12529341,0,8.00E-05,2104,0.05,0,53.556521999999994,0,2.4466493,0,,0,1.195,0,9.36,18242.0,0.0
5098,SHI,20,Sinopec Shanghai Petrochemical Company Limited,Energy,Oil & Gas Refining & Marketing,EQUITY,23.42,-2.9423916,0.0,0.0,1800,1400,4689948672.0,40812.0,27628.0,0.89734,,108238000.0,51521352,0,0.03229,4135,0.1,0,53.556521999999994,0,0,0.5602871,,-0.00416,10.88,0,21.47000000000001,18242.0,1286014.0
5099,FSS,20,Federal Signal Corporation,Industrials,Pollution & Treatment Controls,EQUITY,35.31,2.2589127999999996,35.28,35.21,800,1000,2137081344.0,285485.0,293885.0,1.072572,,60523400.0,59346839,0.02014,0.9228,1215746,3.95,0.0241,53.556521999999994,1.32,1.8576854,3.1436965,,0.15545,39.217,0.1975,31.96,214462.99999999997,509925.50000000006
5101,FMTX,20,"Forma Therapeutics Holdings, Inc.",Healthcare,Biotechnology,EQUITY,40.27,1.0539573,37.67,40.5,800,800,1758558720.0,433817.0,468585.0,0,,41163400.0,25542502,0.1329,0.69228995,2755976,5.03,0.0774,53.556521999999994,0,236.2384,0,,0,0,0,31.96,341792.0,509925.50000000006
5103,OAS,20,Oasis Petroleum Inc.,Energy,Oil & Gas E&P,EQUITY,47.86,6.072699,0.0,47.85,1000,1300,957200000.0,2453244.0,262528.0,3.93912,,20000000.0,319375727,0.00388,0.10059,14702,0.09,0,53.556521999999994,-0.08,0.7697176,0,,-2.7808402,0,0,47.435,2366883.0,341792.0
5104,CLFD,20,"Clearfield, Inc.",Technology,Communication Equipment,EQUITY,34.57,4.5042253,34.53,34.7,800,900,474573504.0,130338.0,266642.0,0.980256,1/28/21,13727900.0,11239311,0.18325001,0.34486,177589,2.15,0.015700001,53.556521999999994,0,4.7085996,5.51092,,0.12294,3.695,0,31.96,0.0,214462.99999999997
5105,MYE,20,"Myers Industries, Inc.",Consumer Cyclical,Packaging & Containers,EQUITY,22.22,3.7348237,0.0,0.0,1000,800,792496256.0,164791.0,153142.0,1.482924,10/29/20,35825100.0,35463962,0.00953,0.92082,526797,2.77,0.0228,53.556521999999994,1.23,1.6182641,4.240458,,0.22495002,44.045,0.4909,21.47000000000001,0.0,341792.0
5106,PCYG,20,"Park City Group, Inc.",Technology,SoftwareÑApplication,EQUITY,7.46,2.0519848,0.0,0.0,900,800,145685600.0,54740.0,104571.0,1.434364,2/16/21,19528900.0,12850802,0.37217999,0.30039,180266,3.05,0.0147,53.556521999999994,2.38,7.119335,3.3801541,,0.04585,16.608,0,5.51,18242.0,59853.5
5107,PLOW,20,"Douglas Dynamics, Inc.",Consumer Cyclical,Auto Parts,EQUITY,47.5,3.9159942,0.0,54.85,1100,1400,1085731200.0,93533.0,71171.0,0.875667,,22857500.0,22339050,0.02273,0.92957,344425,3.44,0.0172,53.556521999999994,2.93,2.2511907,5.779995,,-0.38189,174.488,0,47.435,59853.5,341792.0
5108,HZN,20,Horizon Global Corporation,Consumer Cyclical,Auto Parts,EQUITY,9.78,-1.807232,8.71,9.96,3000,1300,256423776.0,80527.0,94328.0,2.00747,11/5/20,26219200.0,18303908,0.19884,0.42773,133278,1.69,0.0069,53.556521999999994,0,0.40854582,0,,-7.63986,0,0,9.36,59853.5,0.0
5109,PRAX,20,"Praxis Precision Medicines, Inc.",Healthcare,Biotechnology,EQUITY,54.5,1.6601369,0.0,0.0,800,1000,2085273600.0,278158.0,91114.0,0,,38261900.0,24947161,0.013459999,0.36978,1767208,4.61,0.0665,53.556521999999994,0,0,0,,0,0.866,0,47.435,214462.99999999997,509925.50000000006
5111,BREZ,20,Breeze Holdings Acquisition Corp.,Financial Services,Shell Companies,EQUITY,10.47,-0.47528696,10.5,10.6,1300,3000,153123760.0,271081.0,160900.0,0, ,14625000.0,0,0,0,3915,0.01,0,53.556521999999994,0,0,0,,0,0,0,9.36,214462.99999999997,59853.5
5112,BSRR,20,Sierra Bancorp,Financial Services,BanksÑRegional,EQUITY,24.02,3.3118300000000005,20.61,23.93,800,1000,369629376.0,38762.0,54985.0,1.204375,,15388400.0,13856505,0.09896,0.56366,188251,5.72,0.013400001,53.556521999999994,1.24,3.0189846,1.0748166,,0.10853,0,0.3448,21.47000000000001,18242.0,0.0
5113,BLKB,20,"Blackbaud, Inc.",Technology,SoftwareÑApplication,EQUITY,72.37,2.4780514,72.43,77.5,800,1100,3587265280.0,356946.0,432057.0,1.156883,,49568400.0,47526798,0.01759,0.9822,2561610,6.68,0.059499998,53.556521999999994,-3.22,3.9487672,7.9066978,,0.05505,125.511,0.51060003,47.435,341792.0,809898.5
5114,PRA,20,ProAssurance Corporation,Financial Services,InsuranceÑProperty & Casualty,EQUITY,20.48,3.069948,0.0,0.0,1100,800,1103663104.0,278793.0,257557.0,0.303628,2/22/21,53889800.0,53167642,0.013250001,0.83618,892773,2.99,0.026199998,53.556521999999994,-1.37,1.2334119,0.82988894,,-0.17086,22.948,0,15.61,214462.99999999997,341792.0
5115,ACET,20,"Adicet Bio, Inc.",Healthcare,Biotechnology,EQUITY,13.97,10.260458999999999,13.72,13.98,1000,800,274219936.0,61386.0,57742.0,0,11/5/20,19629200.0,3259574,0.14725,0.47072,145275,1.99,0,53.556521999999994,-0.14,18.961412,2.3404257,,0,0,0,12.1,59853.5,0.0
